2011-02-01T09:50:23.000Z,277361,Nick
2011-02-01T12:02:10.000Z,699905,Nick
2011-02-01T14:26:40.000Z,857355,Nick
2011-02-01T18:01:27.000Z,113688,Nick
2011-02-01T22:01:19.000Z,303269,Nick
2011-02-01T23:51:45.000Z,948010,Nick
2011-02-02T01:46:58.000Z,361622,Nick
2011-02-02T02:23:51.000Z,165656,Nick
2011-02-02T02:27:52.000Z,174331,Nick
2011-02-02T04:27:56.000Z,127640,Nick
2011-02-02T04:35:31.000Z,63276,Nick
2011-02-02T09:38:43.000Z,402127,Nick
2011-02-02T10:03:39.000Z,504545,Nick
2011-02-02T11:07:14.000Z,336371,Nick
2011-02-02T11:22:38.000Z,669176,Nick
2011-02-02T11:30:29.000Z,316244,Nick
2011-02-02T16:17:08.000Z,357944,Nick
2011-02-02T16:31:29.000Z,119303,Nick
2011-02-02T18:27:55.000Z,389934,Nick
2011-02-02T19:54:17.000Z,313935,Nick
2011-02-02T20:46:37.000Z,560426,Nick
2011-02-02T20:49:43.000Z,672556,Nick
2011-02-02T21:35:51.000Z,40950,Nick
2011-02-02T22:27:07.000Z,378291,Nick
2011-02-02T23:17:48.000Z,890524,Nick
2011-02-02T23:28:03.000Z,939548,Nick
2011-02-03T00:07:43.000Z,693977,Nick
2011-02-03T03:19:39.000Z,604565,Nick
2011-02-03T03:48:52.000Z,496719,Nick
2011-02-03T05:58:16.000Z,239226,Nick
2011-02-03T07:31:28.000Z,774200,Nick
2011-02-03T09:00:41.000Z,666338,Nick
2011-02-03T09:24:05.000Z,515269,Nick
2011-02-03T11:56:48.000Z,287235,Nick
2011-02-03T12:02:53.000Z,810970,Nick
2011-02-03T15:42:22.000Z,288520,Nick
2011-02-03T20:25:29.000Z,772285,Nick
2011-02-03T21:04:48.000Z,471893,Nick
2011-02-03T22:15:40.000Z,841713,Nick
2011-02-03T22:18:03.000Z,626155,Nick
2011-02-03T22:32:26.000Z,758366,Nick
2011-02-04T03:55:52.000Z,653369,Nick
2011-02-04T04:10:14.000Z,185879,Nick
2011-02-04T04:21:42.000Z,853185,Nick
2011-02-04T04:51:44.000Z,112484,Nick
2011-02-04T11:24:15.000Z,215753,Nick
2011-02-04T13:40:59.000Z,401056,Nick
2011-02-04T14:29:05.000Z,825509,Nick
2011-02-04T14:32:01.000Z,143491,Nick
2011-02-04T15:30:01.000Z,971740,Nick
2011-02-04T15:39:11.000Z,556863,Nick
2011-02-04T19:03:07.000Z,59593,Nick
2011-02-04T19:21:48.000Z,362186,Nick
2011-02-04T22:31:28.000Z,671506,Nick
2011-02-05T01:30:37.000Z,735467,Nick
2011-02-05T04:23:52.000Z,741422,Nick
2011-02-05T07:12:34.000Z,50175,Nick
2011-02-05T08:31:05.000Z,998465,Nick
2011-02-05T09:19:40.000Z,232198,Nick
2011-02-05T13:40:11.000Z,515101,Nick
2011-02-05T13:56:23.000Z,274511,Nick
2011-02-05T19:22:14.000Z,777808,Nick
2011-02-05T20:21:12.000Z,901072,Nick
2011-02-05T21:19:03.000Z,247082,Nick
2011-02-05T21:44:35.000Z,199533,Nick
2011-02-06T04:56:31.000Z,321865,Nick
2011-02-06T06:52:09.000Z,784318,Nick
2011-02-06T08:02:55.000Z,416236,Nick
2011-02-06T09:10:03.000Z,948748,Nick
2011-02-06T10:58:11.000Z,233024,Nick
2011-02-06T14:14:37.000Z,158064,Nick
2011-02-06T17:46:17.000Z,290615,Nick
2011-02-06T20:14:22.000Z,563872,Nick
2011-02-06T23:13:42.000Z,196880,Nick
2011-02-07T02:22:38.000Z,111516,Nick
2011-02-07T03:51:47.000Z,884069,Nick
2011-02-07T09:26:56.000Z,461398,Nick
2011-02-07T10:36:26.000Z,294370,Nick
2011-02-07T14:08:11.000Z,190783,Nick
2011-02-07T14:45:10.000Z,357096,Nick
2011-02-07T15:50:35.000Z,535400,Nick
2011-02-07T18:23:20.000Z,709423,Nick
2011-02-08T02:34:34.000Z,30295,Nick
2011-02-08T05:53:32.000Z,901454,Nick
2011-02-08T05:55:58.000Z,2003,Nick
2011-02-08T07:24:17.000Z,489306,Nick
2011-02-08T10:28:10.000Z,304140,Nick
2011-02-08T12:23:58.000Z,440934,Nick
2011-02-08T14:47:16.000Z,699143,Nick
2011-02-08T16:02:58.000Z,116511,Nick
